host id;host_identity_verified;neighbourhood;cancellation_policy;room type;Construction year;price;service fee;minimum nights;number of reviews;last review
378673472;unconfirmed;Flushing;flexible;Private room;2022;$635 ;$127 ;1;3;2/20/2019
380235123;unconfirmed;Midtown;flexible;Private room;2010;$397 ;$79 ;30;42;2/24/2020
380514178;unconfirmed;East New York;flexible;Private room;2005;$1,124 ;$225 ;30;12;5/12/2020
381347270;unconfirmed;Upper West Side;strict;Entire home/apt;2020;$794 ;$159 ;30;1;5/4/2019
381369612;unconfirmed;Crown Heights;moderate;Private room;2012;$864 ;$173 ;1;0;
381411372;verified;East Flatbush;flexible;Entire home/apt;2012;$212 ;$42 ;30;2;2/6/2022
383065373;verified;East Village;flexible;Private room;2020;$445 ;$89 ;1;67;6/22/2019
383148766;verified;Williamsburg;strict;Entire home/apt;2022;$127 ;$25 ;7;3;11/21/2013
384403564;verified;Bedford-Stuyvesant;flexible;Entire home/apt;2010;$574 ;$115 ;1;10;2/27/2019
385543426;verified;Bushwick;flexible;Private room;2008;$582 ;$116 ;2;1;5/27/2019
386237546;verified;Washington Heights;moderate;Private room;2010;$1,148 ;$230 ;2;10;6/24/2019
387162401;unconfirmed;Upper East Side;strict;Entire home/apt;2015;$201 ;$40 ;5;4;7/4/2019
389284732;unconfirmed;Clinton Hill;strict;Private room;2009;$449 ;$90 ;30;6;2/28/2019
390559836;verified;Prospect-Lefferts Gardens;strict;Private room;2003;$236 ;$47 ;1;70;7/22/2018
392885695;verified;Washington Heights;flexible;Entire home/apt;2010;$541 ;$108 ;7;27;5/25/2019
394441946;verified;Hell's Kitchen;strict;Private room;2011;$976 ;$195 ;1;0;
394783889;unconfirmed;Hell's Kitchen;moderate;Entire home/apt;2019;$573 ;$115 ;30;0;
394837823;verified;Bushwick;strict;Private room;2011;$1,059 ;$212 ;3;8;2/14/2019
395207824;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2022;$1,000 ;$200 ;2;1;5/7/2019
395642555;verified;University Heights;strict;Private room;2008;$906 ;$181 ;3;55;5/27/2019
396602773;unconfirmed;Astoria;strict;Entire home/apt;2015;$302 ;$60 ;3;1;11/28/2021
397122180;unconfirmed;Douglaston;moderate;Private room;2005;$579 ;$116 ;2;21;1/1/2019
398681015;verified;Greenpoint;moderate;Entire home/apt;2014;$313 ;$63 ;3;0;
399125219;unconfirmed;Crown Heights;moderate;Private room;2003;$1,088 ;$218 ;14;2;3/19/2019
399664731;verified;East Village;strict;Entire home/apt;2007;$126 ;$25 ;2;15;9/23/2018
400631965;verified;Bedford-Stuyvesant;strict;Private room;2022;$799 ;$160 ;30;11;1/2/2019
401006190;unconfirmed;Harlem;flexible;Entire home/apt;2007;$912 ;$182 ;30;2;8/7/2021
401331764;unconfirmed;Greenwich Village;flexible;Entire home/apt;2005;$90 ;$18 ;3;22;12/26/2018
401503579;unconfirmed;Harlem;flexible;Private room;2004;$788 ;$158 ;3;2;10/10/2017
402503663;unconfirmed;Fort Greene;strict;Entire home/apt;2004;$332 ;$66 ;10;1;11/13/2016
403125220;unconfirmed;Chelsea;moderate;Entire home/apt;2004;$252 ;$50 ;30;28;2/12/2022
404710466;unconfirmed;Park Slope;moderate;Entire home/apt;2020;$563 ;$113 ;30;36;5/28/2019
405265755;verified;Crown Heights;strict;Private room;2022;$434 ;$87 ;2;158;6/30/2019
407421734;unconfirmed;West Village;strict;Private room;2017;$619 ;$124 ;100;0;
408399150;verified;Inwood;strict;Entire home/apt;2021;$809 ;$162 ;3;1;11/1/2021
408599060;unconfirmed;Upper West Side;strict;Private room;2017;$550 ;$110 ;2;17;2/18/2022
408825876;unconfirmed;Longwood;flexible;Entire home/apt;2005;$827 ;$165 ;2;62;6/19/2019
408873152;unconfirmed;Bushwick;moderate;Private room;2007;$567 ;$113 ;1;98;7/1/2019
409120131;unconfirmed;Lower East Side;moderate;Entire home/apt;2005;$765 ;$153 ;2;22;1/5/2019
409271991;verified;Bedford-Stuyvesant;moderate;Entire home/apt;2003;$115 ;$23 ;5;1;4/28/2019
411378050;unconfirmed;Forest Hills;strict;Private room;2010;$933 ;$187 ;1;17;4/1/2018
412616713;verified;Chelsea;flexible;Entire home/apt;2012;$817 ;$163 ;7;0;
412723360;verified;Flatbush;strict;Private room;2008;$959 ;$192 ;2;1;8/13/2017
412737728;unconfirmed;Midtown;strict;Entire home/apt;2012;$341 ;$68 ;30;2;10/4/2021
412758096;verified;Bushwick;strict;Entire home/apt;2019;$380 ;$76 ;7;50;2/20/2022
413046632;unconfirmed;Jackson Heights;flexible;Private room;2005;$1,134 ;$227 ;5;30;5/24/2019
413054035;verified;Far Rockaway;moderate;Entire home/apt;2008;$246 ;$49 ;4;20;6/30/2019
413559655;unconfirmed;Bushwick;flexible;Private room;2016;$1,180 ;$236 ;2;31;7/5/2019
413686604;verified;Morris Heights;moderate;Entire home/apt;2007;$960 ;$192 ;1;1;8/31/2020
414875516;unconfirmed;Midtown;moderate;Entire home/apt;2017;$146 ;$29 ;1;7;5/27/2019
419024880;verified;Mott Haven;flexible;Private room;2021;$630 ;$126 ;1;16;5/26/2019
419026868;unconfirmed;Tompkinsville;moderate;Entire home/apt;2008;$290 ;$58 ;2;37;6/1/2019
419458323;verified;East Harlem;strict;Entire home/apt;2006;$1,015 ;$203 ;4;8;6/19/2019
419777407;unconfirmed;Crown Heights;strict;Private room;2015;$620 ;$124 ;7;0;
419836102;verified;Lower East Side;moderate;Private room;2009;$1,178 ;$236 ;5;72;6/24/2019
421585470;unconfirmed;East Village;strict;Entire home/apt;2021;$1,150 ;$230 ;2;29;5/13/2018
422063636;verified;Harlem;moderate;Entire home/apt;2003;$558 ;$112 ;21;12;12/20/2018
424127462;verified;Forest Hills;flexible;Private room;2004;$854 ;$171 ;2;21;5/16/2019
426008559;verified;Woodside;moderate;Entire home/apt;2003;$1,056 ;$211 ;1;262;7/6/2019
426349096;unconfirmed;Midwood;flexible;Shared room;2017;$181 ;$36 ;7;1;8/27/2018
426353918;verified;Upper West Side;strict;Private room;2016;$408 ;$82 ;2;38;6/16/2019
428943200;unconfirmed;Financial District;flexible;Entire home/apt;2006;$721 ;$144 ;29;0;
430087623;unconfirmed;Gowanus;flexible;Entire home/apt;2008;$382 ;$76 ;30;30;6/1/2019
430117451;unconfirmed;Upper East Side;flexible;Entire home/apt;2010;$1,061 ;$212 ;14;0;
430314980;unconfirmed;Midtown;strict;Entire home/apt;2008;$706 ;$141 ;30;0;
431068174;verified;Williamsburg;strict;Entire home/apt;2003;$273 ;$55 ;2;0;
431482168;unconfirmed;Washington Heights;moderate;Private room;2020;$917 ;$183 ;1;1;8/25/2015
431654433;verified;Carroll Gardens;flexible;Entire home/apt;2010;$540 ;$108 ;4;5;5/8/2019
432300089;verified;Roosevelt Island;moderate;Private room;2014;$853 ;$171 ;3;35;3/17/2019
433490233;unconfirmed;Kips Bay;moderate;Entire home/apt;2007;$574 ;$115 ;1;0;
433846538;unconfirmed;Chelsea;flexible;Private room;2003;$1,074 ;$215 ;2;0;
435016058;unconfirmed;Bedford-Stuyvesant;flexible;Entire home/apt;2004;$1,141 ;$228 ;6;1;10/3/2018
435743510;verified;Cypress Hills;flexible;Entire home/apt;2003;$1,123 ;$225 ;5;25;5/7/2019
435968240;verified;East Harlem;strict;Private room;2004;$457 ;$91 ;1;2;2/28/2022
438955201;verified;Flatbush;strict;Entire home/apt;2015;$343 ;$69 ;1;12;6/19/2017
439349922;unconfirmed;Harlem;moderate;Entire home/apt;2011;$1,128 ;$226 ;4;22;6/15/2019
440238019;verified;Crown Heights;strict;Private room;2009;$1,145 ;$229 ;5;3;1/1/2019
442135823;verified;Upper West Side;strict;Private room;2009;$252 ;$50 ;3;2;8/3/2018
443688513;unconfirmed;Bedford-Stuyvesant;strict;Private room;2007;$888 ;$178 ;1;6;4/28/2019
444132390;unconfirmed;Midtown;moderate;Entire home/apt;2016;$194 ;$39 ;2;0;
445597004;unconfirmed;Lower East Side;flexible;Private room;2009;$828 ;$166 ;1;0;
445611662;unconfirmed;Flatbush;moderate;Private room;2017;$836 ;$167 ;2;0;
447545666;verified;Sunnyside;flexible;Shared room;2005;$551 ;$110 ;1;41;6/18/2019
449109298;verified;Bedford-Stuyvesant;moderate;Entire home/apt;2018;$51 ;$10 ;1;3;9/8/2017
450817619;unconfirmed;Astoria;moderate;Entire home/apt;2008;$1,096 ;$219 ;4;29;1/1/2019
451722460;unconfirmed;Prospect-Lefferts Gardens;strict;Private room;2014;$357 ;$71 ;30;1;10/24/2020
453527343;verified;Chinatown;strict;Private room;2010;$191 ;$38 ;2;1;10/11/2017
455944962;unconfirmed;Ditmars Steinway;strict;Private room;2004;$1,092 ;$218 ;30;1;11/20/2021
457989835;unconfirmed;Murray Hill;strict;Entire home/apt;2012;$349 ;$70 ;30;4;1/14/2019
458494121;verified;Williamsburg;moderate;Entire home/apt;2018;$744 ;$149 ;2;79;6/25/2019
460277677;verified;East Village;flexible;Private room;2009;$798 ;$160 ;2;3;5/28/2018
462669364;verified;Bushwick;flexible;Private room;2011;$1,190 ;$238 ;2;8;6/23/2019
463799088;verified;Sunset Park;moderate;Entire home/apt;2013;$258 ;$52 ;7;6;7/1/2018
464927437;unconfirmed;;flexible;Entire home/apt;2005;$624 ;$125 ;30;16;3/31/2019
464928641;unconfirmed;Astoria;moderate;Entire home/apt;2020;$56 ;$11 ;2;70;7/1/2019
465125516;unconfirmed;Jamaica;moderate;Entire home/apt;2010;$66 ;$13 ;2;95;6/27/2019
465473090;unconfirmed;Ditmars Steinway;moderate;Private room;2014;$110 ;$22 ;2;0;
466176715;unconfirmed;Morningside Heights;strict;Entire home/apt;2003;$219 ;$44 ;5;1;3/4/2016
467239631;verified;Greenpoint;moderate;Entire home/apt;2012;$510 ;$102 ;2;16;3/1/2022
468616819;unconfirmed;East Village;strict;Private room;2007;$118 ;$24 ;2;29;6/16/2019
470620826;verified;Prospect Heights;flexible;Entire home/apt;2012;$1,016 ;$203 ;1;0;
470814064;unconfirmed;Bedford-Stuyvesant;strict;Private room;2007;;;15;0;
472262106;verified;Hell's Kitchen;moderate;Entire home/apt;2009;$593 ;$119 ;3;10;7/5/2019
472885564;unconfirmed;Chelsea;flexible;Entire home/apt;2016;$106 ;$21 ;1;71;6/24/2019
474657246;unconfirmed;Washington Heights;moderate;Entire home/apt;2022;$660 ;$132 ;2;29;6/21/2019
474863110;verified;Lower East Side;moderate;Entire home/apt;2004;$1,147 ;$229 ;3;18;5/16/2018
475342113;unconfirmed;Financial District;strict;Private room;2021;$716 ;$143 ;3;0;
476159091;verified;Bushwick;flexible;Private room;2005;$700 ;$140 ;1;3;7/29/2018
478094318;verified;Bedford-Stuyvesant;flexible;Private room;2017;$189 ;$38 ;30;3;12/18/2021
478749907;verified;Hell's Kitchen;moderate;Private room;2015;$135 ;$27 ;2;20;1/3/2016
480429566;verified;Upper West Side;flexible;Entire home/apt;2018;$76 ;$15 ;30;0;
480937282;verified;East Elmhurst;moderate;Private room;2020;$949 ;$190 ;1;352;3/3/2022
482930033;unconfirmed;Williamsburg;strict;Private room;2019;$525 ;$105 ;2;99;6/23/2019
483777993;verified;Astoria;strict;Private room;2016;$103 ;$21 ;30;112;12/31/2021
484336424;unconfirmed;Prospect-Lefferts Gardens;moderate;Entire home/apt;2014;$387 ;$77 ;2;5;9/24/2017
484369129;unconfirmed;Upper West Side;strict;Private room;2015;$145 ;$29 ;1;2;9/2/2016
484549584;unconfirmed;West Village;flexible;Entire home/apt;2003;$659 ;$132 ;10;10;9/3/2016
485806401;verified;Ridgewood;strict;Private room;2018;$890 ;$178 ;1;47;1/29/2022
486482087;unconfirmed;Bushwick;moderate;Private room;2022;$888 ;$178 ;2;23;6/9/2019
486838198;verified;Hell's Kitchen;flexible;Private room;2018;$963 ;$193 ;5;1;9/27/2016
486995782;unconfirmed;Canarsie;moderate;Entire home/apt;2020;$974 ;$195 ;1;20;12/26/2021
489758383;verified;Upper East Side;flexible;Private room;2006;$1,093 ;$219 ;1;0;
490292854;verified;Bedford-Stuyvesant;moderate;Entire home/apt;2013;$356 ;$71 ;30;16;6/14/2019
491096716;verified;Stapleton;moderate;Entire home/apt;2017;$867 ;$173 ;4;43;12/29/2021
491152593;verified;Hell's Kitchen;flexible;Entire home/apt;2020;$373 ;$75 ;2;2;9/19/2016
491481177;unconfirmed;Midtown;flexible;Entire home/apt;2004;$544 ;$109 ;1;6;1/5/2022
492368378;verified;Bedford-Stuyvesant;moderate;Private room;2020;$851 ;$170 ;1;0;
492923973;unconfirmed;Sunset Park;strict;Entire home/apt;2014;$1,168 ;$234 ;10;3;8/23/2018
493798707;unconfirmed;Prince's Bay;moderate;Entire home/apt;2003;$802 ;$160 ;14;0;
494735713;verified;Clinton Hill;moderate;Entire home/apt;2018;$1,187 ;$237 ;5;5;10/3/2017
495067137;unconfirmed;Bedford-Stuyvesant;strict;Private room;2017;$308 ;$62 ;2;0;
497514221;unconfirmed;Williamsburg;strict;Private room;2007;$875 ;$175 ;2;14;6/21/2019
497889369;verified;Harlem;strict;Private room;2009;$487 ;$97 ;1;8;4/13/2019
498588102;verified;Wakefield;moderate;Private room;2016;$765 ;$153 ;3;63;9/21/2018
500185028;unconfirmed;Gramercy;moderate;Entire home/apt;2019;$1,006 ;$201 ;10;9;2/17/2019
500219483;unconfirmed;Bushwick;flexible;Private room;2020;$709 ;$142 ;5;9;6/15/2019
500740808;unconfirmed;Crown Heights;strict;Shared room;2011;;$177 ;1;0;
501516067;unconfirmed;South Slope;moderate;Private room;2015;$775 ;$155 ;2;94;6/21/2019
501923751;verified;Park Slope;strict;Entire home/apt;2014;$917 ;$183 ;1;0;
501946415;verified;East Village;moderate;Entire home/apt;2004;$450 ;$90 ;5;1;4/30/2019
502536468;verified;Upper West Side;moderate;Entire home/apt;2020;$405 ;$81 ;2;11;6/9/2019
502543415;verified;Williamsburg;flexible;Private room;2010;$313 ;$63 ;13;1;1/31/2021
504781622;verified;Longwood;moderate;Entire home/apt;2022;$719 ;$144 ;5;82;12/15/2018
504808680;unconfirmed;Murray Hill;strict;Entire home/apt;2019;$623 ;$125 ;30;4;1/31/2022
505051215;verified;Arverne;moderate;Entire home/apt;2008;$305 ;$61 ;1;67;10/9/2021
505396816;verified;Williamsburg;flexible;Private room;2022;$170 ;$34 ;15;2;11/14/2020
507408074;unconfirmed;Bedford-Stuyvesant;strict;Private room;2013;$689 ;$138 ;1;206;2/11/2022
508616955;verified;Harlem;flexible;Entire home/apt;2009;$483 ;$97 ;3;58;2/20/2022
510288947;verified;Hell's Kitchen;strict;Private room;2018;$180 ;$36 ;30;52;2/28/2020
510689754;unconfirmed;Kips Bay;flexible;Shared room;2007;$221 ;$44 ;2;6;4/21/2019
510878156;verified;Long Island City;strict;Entire home/apt;2020;$791 ;$158 ;5;0;
511373853;unconfirmed;East Flatbush;moderate;Private room;2003;$763 ;$153 ;1;35;6/16/2019
511907974;unconfirmed;Upper West Side;moderate;Entire home/apt;2017;$1,151 ;$230 ;5;7;6/23/2019
512017236;verified;Bedford-Stuyvesant;strict;Private room;2017;$156 ;$31 ;10;1;12/11/2018
512340425;verified;Sunset Park;strict;Entire home/apt;2004;$1,189 ;$238 ;2;51;7/5/2019
513514652;verified;Harlem;strict;Entire home/apt;2019;$650 ;$130 ;47;5;10/12/2018
513632070;unconfirmed;Highbridge;moderate;Private room;2003;$70 ;$14 ;2;62;6/24/2019
513716915;unconfirmed;Chinatown;moderate;Private room;2020;$924 ;$185 ;1;36;3/21/2019
514689714;unconfirmed;Midtown;moderate;Entire home/apt;2018;$369 ;$74 ;30;8;8/8/2021
514751934;verified;St. George;moderate;Private room;2015;$891 ;$178 ;2;1;4/5/2019
520316580;verified;Hell's Kitchen;flexible;Shared room;2004;$1,050 ;$210 ;1;44;6/30/2019
522442721;unconfirmed;East Village;flexible;Entire home/apt;2008;$237 ;$47 ;7;0;
522848252;unconfirmed;Midwood;strict;Private room;2010;$301 ;$60 ;1;27;10/16/2021
526691467;unconfirmed;Williamsburg;moderate;Private room;2006;$435 ;$87 ;2;9;4/4/2019
527488573;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2015;$66 ;$13 ;3;55;11/22/2021
529125574;verified;Williamsburg;strict;Entire home/apt;2012;$114 ;$23 ;2;15;5/23/2019
530701755;verified;Canarsie;strict;Private room;2014;$934 ;$187 ;2;16;5/29/2019
531802058;unconfirmed;Flatlands;strict;Private room;2020;$1,142 ;$228 ;5;17;11/30/2021
535307887;verified;East Village;strict;Entire home/apt;2022;$589 ;$118 ;3;42;6/15/2019
535687384;unconfirmed;Bedford-Stuyvesant;moderate;Private room;2004;$1,188 ;$238 ;1;4;8/15/2018
536381826;verified;Harlem;strict;Entire home/apt;2021;$618 ;$124 ;60;0;
536497979;unconfirmed;South Slope;flexible;Private room;2012;$64 ;$13 ;4;28;12/13/2018
537040149;verified;Williamsburg;moderate;Entire home/apt;2010;$338 ;$68 ;3;2;6/3/2019
537543917;unconfirmed;Woodhaven;strict;Private room;2018;$1,041 ;$208 ;1;86;7/7/2019
538762830;unconfirmed;Lower East Side;flexible;Entire home/apt;2007;$609 ;$122 ;2;0;
538762830;unconfirmed;Lower East Side;flexible;Entire home/apt;2007;$609 ;$122 ;2;0;
540876539;unconfirmed;Kips Bay;moderate;Private room;2018;$154 ;$31 ;1;14;1/1/2018
542469480;unconfirmed;Upper East Side;moderate;Entire home/apt;2014;$275 ;$55 ;6;36;6/6/2019
542911821;unconfirmed;Crown Heights;flexible;Private room;2019;$221 ;$44 ;10;0;
543596929;verified;Bedford-Stuyvesant;moderate;Private room;2020;$570 ;$114 ;30;1;4/8/2019
544412318;unconfirmed;SoHo;strict;Entire home/apt;2014;$1,195 ;$239 ;4;1;9/16/2018
546127514;unconfirmed;East Harlem;flexible;Private room;2009;$1,047 ;$209 ;7;18;6/19/2019
546140804;unconfirmed;Upper West Side;strict;Entire home/apt;2017;$795 ;$159 ;10;14;4/24/2019
548848159;verified;East Harlem;strict;Entire home/apt;2010;$990 ;$198 ;2;139;6/19/2019
549725699;verified;NoHo;flexible;Entire home/apt;2003;$805 ;;30;1;4/3/2017
550564453;unconfirmed;Bedford-Stuyvesant;strict;Private room;2022;$694 ;$139 ;2;0;
551550610;verified;Boerum Hill;flexible;Entire home/apt;2010;$749 ;$150 ;30;5;4/30/2019
551550985;unconfirmed;Williamsburg;flexible;Entire home/apt;2010;$277 ;$55 ;30;22;8/31/2021
552054561;unconfirmed;West Village;strict;Entire home/apt;2018;$542 ;$108 ;3;29;6/17/2019
552551394;verified;Bedford-Stuyvesant;moderate;Entire home/apt;2022;$1,144 ;$229 ;5;194;2/2/2022
552706391;unconfirmed;Flatlands;moderate;Private room;2007;$124 ;$25 ;4;5;1/4/2017
553265286;unconfirmed;Williamsburg;flexible;Private room;2021;$831 ;$166 ;3;0;
553871156;verified;Upper West Side;strict;Shared room;2010;$889 ;$178 ;2;0;
554297801;verified;Upper East Side;flexible;Entire home/apt;2019;$812 ;$162 ;2;6;7/25/2021
557073385;verified;Williamsburg;strict;Entire home/apt;2014;$363 ;$73 ;1;37;5/28/2019
558789470;verified;Upper West Side;strict;Private room;2018;$220 ;$44 ;9;3;1/2/2016
561979336;unconfirmed;Middle Village;moderate;Private room;2007;$135 ;$27 ;3;17;7/1/2019
562217785;unconfirmed;Flatbush;strict;Entire home/apt;2012;$885 ;$177 ;3;4;3/22/2019
562884280;verified;Murray Hill;strict;Entire home/apt;2014;$269 ;$54 ;30;0;
563314286;verified;Crown Heights;flexible;Private room;2016;$106 ;$21 ;4;81;3/14/2020
565644761;unconfirmed;Kips Bay;flexible;Entire home/apt;2011;$54 ;$11 ;30;4;4/30/2021
565800104;unconfirmed;Midtown;strict;Entire home/apt;2006;$463 ;$93 ;30;0;
566293175;verified;East Village;strict;Entire home/apt;2006;$974 ;$195 ;2;0;
566311132;verified;Concourse;strict;Private room;2018;$876 ;$175 ;1;11;2/20/2019
571315945;unconfirmed;Mariners Harbor;moderate;Private room;2011;$1,091 ;$218 ;2;86;6/25/2019
572078495;verified;Williamsburg;flexible;Entire home/apt;2017;$722 ;$144 ;1;18;6/19/2019
573368031;unconfirmed;Harlem;strict;Private room;2010;$1,058 ;$212 ;3;90;6/16/2019
574529899;verified;Bay Ridge;flexible;Entire home/apt;2011;$303 ;$61 ;2;35;6/21/2019
574716087;verified;Financial District;moderate;Entire home/apt;2016;$179 ;$36 ;2;11;6/13/2019
575412306;unconfirmed;Elmhurst;flexible;Private room;2003;$638 ;$128 ;6;96;1/8/2022
575908470;unconfirmed;Chelsea;flexible;Entire home/apt;2018;$791 ;$158 ;29;0;
576487642;verified;Harlem;moderate;Entire home/apt;2003;$615 ;$123 ;1;0;
578370139;unconfirmed;Prospect Heights;flexible;Entire home/apt;2003;$592 ;$118 ;1;0;
578749921;unconfirmed;Upper East Side;flexible;Entire home/apt;2020;$1,127 ;$225 ;30;4;2/9/2022
579936092;unconfirmed;Sunset Park;moderate;Private room;2007;$783 ;$157 ;30;55;3/8/2020
581573935;verified;Kensington;flexible;Entire home/apt;2017;$332 ;$66 ;3;94;7/2/2019
582499232;unconfirmed;Ridgewood;moderate;Private room;2015;$386 ;$77 ;14;2;9/3/2017
583150674;verified;Bushwick;flexible;Entire home/apt;2010;$976 ;$195 ;2;5;6/3/2019
583830773;unconfirmed;Carroll Gardens;flexible;Entire home/apt;2008;$1,116 ;$223 ;1;0;
586021509;verified;Bedford-Stuyvesant;flexible;Private room;2021;$1,148 ;$230 ;1;0;
586175887;unconfirmed;Upper East Side;flexible;Private room;2004;$384 ;$77 ;22;1;12/12/2018
588245304;unconfirmed;Williamsburg;moderate;Private room;2019;$175 ;$35 ;1;8;7/1/2019
590025811;unconfirmed;Lower East Side;flexible;Entire home/apt;2008;$84 ;$17 ;5;2;1/20/2022
590175536;unconfirmed;East Harlem;flexible;Private room;2007;$359 ;$72 ;1;186;6/28/2019
591557156;unconfirmed;Greenwich Village;moderate;Private room;2009;$81 ;$16 ;1;32;1/1/2019
592319749;verified;Carroll Gardens;flexible;Entire home/apt;2017;$468 ;$94 ;7;1;5/12/2018
594487292;unconfirmed;Brooklyn Heights;moderate;Entire home/apt;2007;$489 ;$98 ;3;26;5/27/2019
594746914;verified;Hell's Kitchen;flexible;Entire home/apt;2016;$285 ;$57 ;2;13;6/25/2019
594942044;verified;Civic Center;strict;Entire home/apt;2016;$769 ;$154 ;2;4;12/31/2018
595069291;unconfirmed;Bushwick;strict;Entire home/apt;2014;$304 ;$61 ;4;233;2/22/2022
595105762;unconfirmed;Clinton Hill;flexible;Entire home/apt;2010;$478 ;$96 ;3;67;6/11/2019
595737485;verified;Carroll Gardens;flexible;Entire home/apt;2019;$1,154 ;$231 ;7;1;8/3/2015
597447575;unconfirmed;East Village;moderate;Entire home/apt;2006;$258 ;$52 ;4;5;11/27/2016
597463874;verified;Upper East Side;flexible;Private room;2019;$245 ;$49 ;1;0;
597937108;verified;Bushwick;strict;Private room;2003;$184 ;$37 ;1;1;11/11/2018
598865899;verified;Crown Heights;moderate;Entire home/apt;2014;$1,199 ;$240 ;4;3;5/3/2018
599077273;verified;Crown Heights;strict;Entire home/apt;2020;$229 ;$46 ;1;22;3/1/2022
601269475;unconfirmed;Hell's Kitchen;strict;Entire home/apt;2012;$768 ;$154 ;30;0;
