carat,cut,color,clarity,depth,table,price,x,y,z,es_premium,categoria_precio,precio_por_quilate
0.7,Very Good,E,VS2,62.9,57.0,2793,5.66,5.69,3.57,False,Medio,3990.0000000000005
0.7,Good,E,VS2,64.1,55.0,2793,5.6,5.66,3.61,False,Medio,3990.0000000000005
0.76,Ideal,I,VS2,61.3,56.0,2793,5.87,5.91,3.61,True,Medio,3675.0
0.73,Ideal,H,VS2,62.7,55.0,2793,5.72,5.76,3.6,True,Medio,3826.027397260274
0.79,Very Good,E,SI1,63.2,56.0,2794,5.91,5.86,3.72,False,Medio,3536.7088607594933
0.71,Very Good,E,VS2,60.7,56.0,2795,5.81,5.82,3.53,False,Medio,3936.6197183098593
0.81,Premium,I,VVS2,61.9,60.0,2795,5.91,5.86,3.64,True,Medio,3450.617283950617
0.81,Ideal,F,SI2,62.6,55.0,2795,5.92,5.96,3.72,True,Medio,3450.617283950617
0.72,Good,F,VS1,60.7,60.0,2795,5.74,5.72,3.48,False,Medio,3881.944444444445
0.72,Premium,D,SI2,62.0,60.0,2795,5.73,5.69,3.54,True,Medio,3881.944444444445
0.72,Premium,I,IF,63.0,57.0,2795,5.72,5.7,3.6,True,Medio,3881.944444444445
0.81,Premium,H,VS2,58.0,59.0,2795,6.17,6.13,3.57,True,Medio,3450.617283950617
0.72,Premium,G,VS2,62.9,57.0,2795,5.73,5.65,3.58,True,Medio,3881.944444444445
1.0,Premium,I,SI2,58.2,60.0,2795,6.61,6.55,3.83,True,Medio,2795.0
0.73,Good,E,SI1,63.2,58.0,2796,5.7,5.76,3.62,False,Medio,3830.13698630137
0.81,Very Good,H,SI2,61.3,59.0,2797,5.94,6.01,3.66,False,Medio,3453.0864197530864
0.81,Very Good,E,SI1,60.3,60.0,2797,6.07,6.1,3.67,False,Medio,3453.0864197530864
0.71,Premium,D,SI1,62.7,60.0,2797,5.67,5.71,3.57,True,Medio,3939.43661971831
0.71,Premium,D,SI1,61.3,58.0,2797,5.73,5.75,3.52,True,Medio,3939.43661971831
0.71,Premium,D,SI1,61.6,60.0,2797,5.74,5.69,3.52,True,Medio,3939.43661971831
0.57,Ideal,F,VVS2,61.9,55.0,2797,5.34,5.35,3.31,True,Medio,4907.01754385965
0.51,Ideal,D,VVS1,61.7,56.0,2797,5.12,5.16,3.17,True,Medio,5484.313725490196
0.72,Ideal,G,VS2,61.9,58.0,2797,5.72,5.75,3.55,True,Medio,3884.722222222222
0.74,Ideal,H,VS1,61.8,58.0,2797,5.77,5.81,3.58,True,Medio,3779.7297297297296
0.74,Ideal,H,VS1,61.6,56.0,2797,5.81,5.82,3.58,True,Medio,3779.7297297297296
0.7,Fair,G,VVS1,58.8,66.0,2797,5.81,5.9,3.44,False,Medio,3995.714285714286
0.8,Premium,F,SI2,61.0,57.0,2797,6.03,6.01,3.67,True,Medio,3496.25
1.01,Fair,E,SI2,67.4,60.0,2797,6.19,6.05,4.13,False,Medio,2769.3069306930693
0.8,Very Good,H,VS2,63.4,60.0,2797,5.92,5.82,3.72,False,Medio,3496.25
0.77,Ideal,I,VS1,61.5,59.0,2798,5.87,5.91,3.62,True,Medio,3633.7662337662337
0.83,Very Good,E,SI2,58.0,62.0,2799,6.19,6.25,3.61,False,Medio,3372.289156626506
0.82,Ideal,F,SI2,62.4,54.0,2799,5.97,6.02,3.74,True,Medio,3413.4146341463415
0.78,Ideal,D,SI1,61.9,57.0,2799,5.91,5.86,3.64,True,Medio,3588.461538461538
0.6,Very Good,G,IF,61.6,56.0,2800,5.43,5.46,3.35,False,Medio,4666.666666666667
0.9,Good,I,SI2,62.2,59.0,2800,6.07,6.11,3.79,False,Medio,3111.111111111111
0.7,Premium,E,VS1,62.2,58.0,2800,5.6,5.66,3.5,True,Medio,4000.0000000000005
0.9,Very Good,I,SI2,61.3,56.0,2800,6.17,6.23,3.8,False,Medio,3111.111111111111
0.83,Ideal,G,SI1,62.3,57.0,2800,5.99,6.08,3.76,True,Medio,3373.4939759036147
0.83,Ideal,G,SI1,61.8,57.0,2800,6.03,6.07,3.74,True,Medio,3373.4939759036147
0.83,Very Good,H,SI1,62.5,59.0,2800,5.95,6.02,3.74,False,Medio,3373.4939759036147
0.74,Premium,G,VS1,62.9,60.0,2800,5.74,5.68,3.59,True,Medio,3783.7837837837837
0.79,Ideal,I,VS1,61.8,59.0,2800,5.92,5.95,3.67,True,Medio,3544.3037974683543
0.61,Ideal,G,IF,62.3,56.0,2800,5.43,5.45,3.39,True,Medio,4590.163934426229
0.76,Fair,G,VS1,59.0,70.0,2800,5.89,5.8,3.46,False,Medio,3684.2105263157896
0.96,Ideal,F,I1,60.7,55.0,2801,6.37,6.41,3.88,True,Medio,2917.7083333333335
0.73,Ideal,F,VS2,62.5,55.0,2801,5.8,5.76,3.61,True,Medio,3836.986301369863
0.73,Premium,F,VS2,62.7,58.0,2801,5.76,5.7,3.59,True,Medio,3836.986301369863
0.75,Ideal,H,SI1,60.4,57.0,2801,5.93,5.96,3.59,True,Medio,3734.6666666666665
0.71,Premium,F,VS2,62.1,58.0,2801,5.7,5.67,3.53,True,Medio,3945.0704225352115
0.71,Good,F,VS2,57.8,60.0,2801,5.9,5.87,3.4,False,Medio,3945.0704225352115
0.71,Good,F,VS2,63.8,58.0,2801,5.64,5.61,3.59,False,Medio,3945.0704225352115
0.71,Premium,F,VS2,62.8,57.0,2801,5.69,5.64,3.56,True,Medio,3945.0704225352115
1.04,Premium,G,I1,62.2,58.0,2801,6.46,6.41,4.0,True,Medio,2693.2692307692305
1.0,Premium,J,SI2,62.3,58.0,2801,6.45,6.34,3.98,True,Medio,2801.0
0.87,Very Good,G,SI2,59.9,58.0,2802,6.19,6.23,3.72,False,Medio,3220.689655172414
0.53,Ideal,F,IF,61.9,54.0,2802,5.22,5.25,3.24,True,Medio,5286.792452830188
0.72,Premium,E,VS2,63.0,55.0,2802,5.79,5.61,3.59,True,Medio,3891.666666666667
0.72,Premium,F,VS1,62.4,58.0,2802,5.83,5.7,3.6,True,Medio,3891.666666666667
0.7,Very Good,F,VS2,62.9,58.0,2803,5.63,5.65,3.55,False,Medio,4004.2857142857147
0.74,Very Good,E,SI1,63.5,56.0,2803,5.74,5.79,3.66,False,Medio,3787.837837837838
0.71,Ideal,G,VS2,61.3,56.0,2803,5.75,5.71,3.51,True,Medio,3947.887323943662
0.73,Ideal,E,SI1,60.6,54.0,2803,5.84,5.89,3.55,True,Medio,3839.72602739726
0.7,Good,G,VS1,65.1,58.0,2803,5.56,5.59,3.63,False,Medio,4004.2857142857147
0.71,Premium,F,VS2,62.6,58.0,2803,5.7,5.67,3.56,True,Medio,3947.887323943662
0.71,Premium,F,VS2,58.0,62.0,2803,5.85,5.81,3.38,True,Medio,3947.887323943662
0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54,True,Medio,3947.887323943662
0.77,Premium,G,VS2,61.3,57.0,2803,5.93,5.88,3.62,True,Medio,3640.2597402597403
0.71,Premium,G,VS2,59.9,60.0,2803,5.81,5.77,3.47,True,Medio,3947.887323943662
0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64,True,Medio,3593.5897435897436
0.71,Very Good,G,VS1,63.5,55.0,2803,5.66,5.64,3.59,False,Medio,3947.887323943662
0.91,Ideal,D,SI2,62.2,57.0,2803,6.21,6.15,3.85,True,Medio,3080.21978021978
0.71,Very Good,E,VS2,63.8,58.0,2804,5.62,5.66,3.6,False,Medio,3949.2957746478874
0.71,Very Good,E,VS2,64.0,57.0,2804,5.66,5.68,3.63,False,Medio,3949.2957746478874
0.8,Very Good,E,SI2,62.5,56.0,2804,5.88,5.96,3.7,False,Medio,3505.0
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56,False,Medio,4005.714285714286
0.72,Ideal,F,VS1,61.7,57.0,2804,5.74,5.77,3.55,True,Medio,3894.444444444445
0.72,Very Good,F,VS1,62.2,58.0,2804,5.75,5.7,3.56,False,Medio,3894.444444444445
0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72,True,Medio,3419.512195121951
0.7,Ideal,D,SI1,61.0,59.0,2804,5.68,5.7,3.47,True,Medio,4005.714285714286
0.72,Ideal,D,SI1,62.2,56.0,2804,5.74,5.77,3.58,True,Medio,3894.444444444445
0.72,Ideal,D,SI1,61.5,54.0,2804,5.77,5.8,3.56,True,Medio,3894.444444444445
0.9,Fair,I,SI1,67.3,59.0,2804,5.93,5.84,3.96,False,Medio,3115.5555555555557
0.74,Premium,F,VS2,61.7,58.0,2805,5.85,5.78,3.59,True,Medio,3790.5405405405404
0.74,Premium,F,VS2,61.9,56.0,2805,5.8,5.77,3.58,True,Medio,3790.5405405405404
0.73,Ideal,E,SI2,61.8,58.0,2805,5.77,5.81,3.58,True,Medio,3842.4657534246576
0.57,Fair,E,VVS1,58.7,66.0,2805,5.34,5.43,3.16,False,Medio,4921.0526315789475
0.73,Premium,F,VS2,62.5,57.0,2805,5.75,5.7,3.58,True,Medio,3842.4657534246576
0.72,Ideal,G,VS2,62.8,56.0,2805,5.74,5.7,3.59,True,Medio,3895.8333333333335
0.74,Fair,F,VS2,61.1,68.0,2805,5.82,5.75,3.53,False,Medio,3790.5405405405404
0.82,Good,G,VS2,64.0,57.0,2805,5.92,5.89,3.78,False,Medio,3420.7317073170734
0.81,Very Good,G,SI1,62.5,60.0,2806,5.89,5.94,3.69,False,Medio,3464.1975308641972
0.75,Very Good,H,VVS1,60.6,58.0,2806,5.85,5.9,3.56,False,Medio,3741.3333333333335
0.7,Ideal,F,SI1,61.6,55.0,2806,5.72,5.74,3.53,True,Medio,4008.571428571429
0.71,Very Good,F,VS1,62.2,58.0,2807,5.66,5.72,3.54,False,Medio,3953.5211267605637
0.71,Very Good,F,VS1,60.0,57.0,2807,5.84,5.9,3.52,False,Medio,3953.5211267605637
0.93,Premium,J,SI2,61.9,57.0,2807,6.21,6.19,3.84,True,Medio,3018.279569892473
0.8,Very Good,H,VS2,62.8,57.0,2808,5.87,5.91,3.7,False,Medio,3510.0
0.7,Very Good,F,VS1,62.0,57.0,2808,5.64,5.71,3.52,False,Medio,4011.4285714285716
1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07,False,Medio,2808.0
0.75,Very Good,G,VS2,63.4,56.0,2808,5.78,5.74,3.65,False,Medio,3744.0
0.58,Ideal,E,VVS2,60.9,56.0,2808,5.41,5.43,3.3,True,Medio,4841.379310344828
0.73,Very Good,D,SI1,63.1,57.0,2808,5.74,5.7,3.61,False,Medio,3846.5753424657537
0.81,Very Good,F,SI1,63.1,59.0,2809,5.85,5.79,3.67,False,Medio,3467.901234567901
0.81,Premium,D,SI2,59.2,57.0,2809,6.15,6.05,3.61,True,Medio,3467.901234567901
0.71,Premium,F,SI1,60.7,54.0,2809,5.84,5.8,3.53,True,Medio,3956.3380281690143
1.2,Fair,F,I1,64.6,56.0,2809,6.73,6.66,4.33,False,Medio,2340.8333333333335
0.7,Very Good,F,VS1,61.8,56.0,2810,5.63,5.7,3.5,False,Medio,4014.2857142857147
0.7,Very Good,F,VS1,59.9,60.0,2810,5.77,5.84,3.48,False,Medio,4014.2857142857147
0.74,Ideal,D,SI2,61.7,55.0,2810,5.81,5.85,3.6,True,Medio,3797.2972972972975
0.7,Good,F,VS1,62.8,61.0,2810,5.57,5.61,3.51,False,Medio,4014.2857142857147
0.8,Good,G,SI1,62.7,57.0,2810,5.84,5.93,3.69,False,Medio,3512.5
0.75,Very Good,F,SI1,63.4,58.0,2811,5.72,5.76,3.64,False,Medio,3748.0
0.83,Very Good,D,SI1,63.5,54.0,2811,5.98,5.95,3.79,False,Medio,3386.7469879518076
1.0,Fair,J,VS2,65.7,59.0,2811,6.14,6.07,4.01,False,Medio,2811.0
0.99,Fair,I,SI2,68.1,56.0,2811,6.21,6.06,4.18,False,Medio,2839.3939393939395
0.7,Very Good,G,VS1,63.0,60.0,2812,5.57,5.64,3.53,False,Medio,4017.1428571428573
0.7,Very Good,F,VS2,59.5,58.0,2812,5.75,5.85,3.45,False,Medio,4017.1428571428573
0.7,Good,E,SI1,63.5,59.0,2812,5.49,5.53,3.5,False,Medio,4017.1428571428573
0.7,Very Good,F,VS2,61.7,58.0,2812,5.63,5.69,3.49,False,Medio,4017.1428571428573
0.32,Premium,I,SI1,62.7,58.0,554,4.37,4.34,2.73,True,Económico,1731.25
0.32,Premium,I,SI1,62.8,58.0,554,4.39,4.34,2.74,True,Económico,1731.25
0.32,Ideal,I,SI1,62.4,57.0,554,4.37,4.35,2.72,True,Económico,1731.25
0.32,Premium,I,SI1,61.0,59.0,554,4.39,4.36,2.67,True,Económico,1731.25
0.32,Very Good,I,SI1,63.1,56.0,554,4.39,4.36,2.76,False,Económico,1731.25
0.32,Ideal,I,SI1,60.7,57.0,554,4.47,4.42,2.7,True,Económico,1731.25
0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62,True,Económico,1846.6666666666667
0.3,Premium,H,SI1,60.1,55.0,554,4.41,4.38,2.64,True,Económico,1846.6666666666667
0.3,Premium,H,SI1,62.9,58.0,554,4.28,4.24,2.68,True,Económico,1846.6666666666667
0.3,Very Good,H,SI1,63.3,56.0,554,4.29,4.27,2.71,False,Económico,1846.6666666666667
0.3,Good,H,SI1,63.8,55.0,554,4.26,4.2,2.7,False,Económico,1846.6666666666667
0.3,Ideal,H,SI1,62.9,57.0,554,4.27,4.22,2.67,True,Económico,1846.6666666666667
0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69,False,Económico,1846.6666666666667
0.32,Good,I,SI1,63.9,55.0,554,4.36,4.34,2.78,False,Económico,1731.25
0.33,Ideal,H,SI2,61.4,56.0,554,4.85,4.79,2.95,True,Económico,1678.7878787878788
0.29,Very Good,E,VS1,61.9,55.0,555,4.28,4.33,2.66,False,Económico,1913.793103448276
0.29,Very Good,E,VS1,62.4,55.0,555,4.2,4.25,2.63,False,Económico,1913.793103448276
0.31,Very Good,F,SI1,61.8,58.0,555,4.32,4.35,2.68,False,Económico,1790.3225806451612
0.34,Ideal,H,VS2,61.5,56.0,555,4.47,4.5,2.76,True,Económico,1632.3529411764705
0.34,Ideal,H,VS2,60.4,57.0,555,4.54,4.57,2.75,True,Económico,1632.3529411764705
0.34,Ideal,I,VS1,61.8,55.0,555,4.48,4.52,2.78,True,Económico,1632.3529411764705
0.34,Ideal,I,VS1,62.0,56.0,555,4.5,4.53,2.8,True,Económico,1632.3529411764705
0.3,Ideal,G,VS1,62.3,56.0,555,4.29,4.31,2.68,True,Económico,1850.0
0.29,Ideal,F,VS1,61.6,56.0,555,4.26,4.31,2.64,True,Económico,1913.793103448276
0.35,Ideal,G,SI1,60.6,56.0,555,4.56,4.58,2.77,True,Económico,1585.7142857142858
0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9,False,Económico,1290.6976744186047
0.32,Very Good,F,VS2,61.4,58.0,556,4.37,4.42,2.7,False,Económico,1737.5
0.36,Ideal,I,VS2,61.9,56.0,556,4.54,4.57,2.82,True,Económico,1544.4444444444446
0.3,Ideal,G,VS2,62.0,56.0,556,4.28,4.3,2.66,True,Económico,1853.3333333333335
0.26,Ideal,E,VS1,61.5,57.0,556,4.09,4.12,2.52,True,Económico,2138.4615384615386
0.7,Very Good,F,VS2,62.3,58.0,2812,5.64,5.72,3.54,False,Medio,4017.1428571428573
0.7,Very Good,F,VS2,60.9,61.0,2812,5.66,5.71,3.46,False,Medio,4017.1428571428573
0.71,Ideal,D,SI1,62.4,57.0,2812,5.69,5.72,3.56,True,Medio,3960.56338028169
0.99,Fair,J,SI1,55.0,61.0,2812,6.72,6.67,3.68,False,Medio,2840.4040404040406
0.73,Premium,E,VS2,58.6,60.0,2812,5.92,5.89,3.46,True,Medio,3852.054794520548
0.51,Ideal,F,VVS1,62.0,57.0,2812,5.15,5.11,3.18,True,Medio,5513.725490196079
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,True,Medio,3091.208791208791
0.84,Very Good,E,SI1,63.4,55.0,2813,6.0,5.95,3.79,False,Medio,3348.809523809524
0.91,Good,I,VS2,64.3,58.0,2813,6.09,6.05,3.9,False,Medio,3091.208791208791
0.76,Premium,E,SI1,62.2,59.0,2814,5.86,5.81,3.63,True,Medio,3702.6315789473683
0.76,Ideal,E,SI1,61.7,57.0,2814,5.88,5.85,3.62,True,Medio,3702.6315789473683
0.75,Premium,E,SI1,61.1,59.0,2814,5.86,5.83,3.57,True,Medio,3752.0
0.55,Very Good,D,VVS1,61.5,56.0,2815,5.23,5.27,3.23,False,Medio,5118.181818181818
0.76,Very Good,F,SI2,58.5,62.0,2815,5.93,6.01,3.49,False,Medio,3703.9473684210525
0.74,Premium,G,VS1,61.7,58.0,2815,5.79,5.81,3.58,True,Medio,3804.054054054054
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49,True,Medio,4021.4285714285716
0.7,Ideal,H,SI1,61.4,56.0,2815,5.7,5.76,3.52,True,Medio,4021.4285714285716
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54,True,Medio,4021.4285714285716
0.7,Ideal,H,SI1,61.4,56.0,2815,5.72,5.77,3.53,True,Medio,4021.4285714285716
0.9,Fair,J,VS2,65.0,56.0,2815,6.08,6.04,3.94,False,Medio,3127.777777777778
0.95,Fair,F,SI2,56.0,60.0,2815,6.62,6.53,3.68,False,Medio,2963.157894736842
0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76,True,Medio,3162.921348314607
0.72,Premium,E,VS2,58.3,58.0,2815,5.99,5.92,3.47,True,Medio,3909.722222222222
0.96,Fair,E,SI2,53.1,63.0,2815,6.73,6.65,3.55,False,Medio,2932.291666666667
1.02,Premium,G,I1,60.3,58.0,2815,6.55,6.5,3.94,True,Medio,2759.8039215686276
0.78,Very Good,I,VVS2,61.4,56.0,2816,5.91,5.95,3.64,False,Medio,3610.25641025641
0.61,Ideal,G,VVS2,60.1,57.0,2816,5.52,5.54,3.32,True,Medio,4616.393442622951
0.71,Good,D,VS1,63.4,55.0,2816,5.61,5.69,3.58,False,Medio,3966.1971830985917
0.78,Premium,F,SI1,61.5,59.0,2816,5.96,5.88,3.64,True,Medio,3610.25641025641
0.87,Ideal,H,SI2,62.7,56.0,2816,6.16,6.13,3.85,True,Medio,3236.7816091954023
0.83,Ideal,H,SI1,62.5,55.0,2816,6.04,6.0,3.76,True,Medio,3392.7710843373497
0.71,Premium,E,SI1,61.3,56.0,2817,5.78,5.73,3.53,True,Medio,3967.605633802817
0.71,Ideal,I,VVS2,60.2,56.0,2817,5.84,5.89,3.53,True,Medio,3967.605633802817
0.71,Ideal,E,VS2,62.7,57.0,2817,5.66,5.64,3.54,True,Medio,3967.605633802817
0.71,Premium,E,VS2,62.3,58.0,2817,5.69,5.65,3.53,True,Medio,3967.605633802817
0.63,Ideal,F,VVS2,61.5,56.0,2817,5.48,5.52,3.38,True,Medio,4471.428571428572
0.71,Premium,E,SI1,59.2,59.0,2817,5.86,5.83,3.46,True,Medio,3967.605633802817
0.71,Premium,E,SI1,61.8,59.0,2817,5.75,5.7,3.54,True,Medio,3967.605633802817
0.71,Ideal,E,SI1,61.3,55.0,2817,5.77,5.72,3.52,True,Medio,3967.605633802817
0.71,Premium,E,SI1,61.4,58.0,2817,5.77,5.73,3.53,True,Medio,3967.605633802817
0.9,Ideal,J,VS2,62.8,55.0,2817,6.2,6.16,3.88,True,Medio,3130.0
0.71,Good,E,SI1,62.8,64.0,2817,5.6,5.54,3.5,False,Medio,3967.605633802817
0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52,True,Medio,4025.714285714286
0.7,Premium,E,VS2,59.3,60.0,2818,5.78,5.73,3.41,True,Medio,4025.714285714286
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54,True,Medio,4025.714285714286
1.0,Premium,H,I1,61.3,60.0,2818,6.43,6.39,3.93,True,Medio,2818.0
0.86,Premium,F,SI2,59.3,62.0,2818,6.36,6.22,3.73,True,Medio,3276.7441860465115
0.8,Ideal,H,SI1,61.0,57.0,2818,6.07,6.0,3.68,True,Medio,3522.5
0.7,Ideal,E,VS1,62.9,57.0,2818,5.66,5.61,3.54,True,Medio,4025.714285714286
0.7,Premium,E,VS1,59.6,57.0,2818,5.91,5.83,3.5,True,Medio,4025.714285714286
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5,True,Medio,4025.714285714286
0.7,Premium,E,VS1,62.7,57.0,2818,5.68,5.64,3.55,True,Medio,4025.714285714286
1.0,Fair,H,SI2,65.3,62.0,2818,6.34,6.12,4.08,False,Medio,2818.0
0.72,Very Good,G,VS1,63.8,58.0,2819,5.64,5.68,3.61,False,Medio,3915.277777777778
0.72,Ideal,H,VS1,62.3,56.0,2819,5.73,5.77,3.58,True,Medio,3915.277777777778
0.7,Good,F,VS1,59.7,63.0,2819,5.76,5.79,3.45,False,Medio,4027.1428571428573
0.86,Good,F,SI2,64.3,60.0,2819,5.97,5.95,3.83,False,Medio,3277.906976744186
0.71,Ideal,G,VS1,62.9,58.0,2820,5.66,5.69,3.57,True,Medio,3971.8309859154933
0.75,Ideal,E,SI1,62.0,57.0,2821,5.8,5.78,3.59,True,Medio,3761.3333333333335
0.73,Premium,E,VS2,61.6,59.0,2821,5.77,5.73,3.54,True,Medio,3864.3835616438355
0.53,Ideal,E,VVS1,61.9,55.0,2821,5.2,5.21,3.22,True,Medio,5322.641509433962
0.73,Premium,E,SI1,61.3,58.0,2821,5.83,5.76,3.55,True,Medio,3864.3835616438355
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63,False,Medio,3864.3835616438355
0.73,Premium,E,SI1,59.6,61.0,2821,5.92,5.85,3.51,True,Medio,3864.3835616438355
0.73,Premium,E,SI1,62.2,59.0,2821,5.77,5.68,3.56,True,Medio,3864.3835616438355
0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6,True,Medio,3864.3835616438355
0.73,Very Good,E,SI1,63.2,58.0,2821,5.76,5.7,3.62,False,Medio,3864.3835616438355
0.7,Premium,E,VS1,60.8,60.0,2822,5.74,5.71,3.48,True,Medio,4031.4285714285716
0.72,Premium,E,VS2,60.3,59.0,2822,5.84,5.8,3.51,True,Medio,3919.444444444445
0.72,Premium,E,VS2,60.9,60.0,2822,5.8,5.76,3.52,True,Medio,3919.444444444445
0.72,Premium,E,VS2,62.4,59.0,2822,5.77,5.7,3.58,True,Medio,3919.444444444445
0.7,Premium,E,VS2,60.2,60.0,2822,5.73,5.7,3.44,True,Medio,4031.4285714285716
0.6,Ideal,F,VVS2,62.0,55.0,2822,5.37,5.4,3.34,True,Medio,4703.333333333334
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57,True,Medio,3813.5135135135138
0.73,Ideal,F,SI1,62.1,55.0,2822,5.75,5.78,3.58,True,Medio,3865.753424657534
0.71,Premium,D,SI1,62.7,60.0,2822,5.71,5.67,3.57,True,Medio,3974.647887323944
0.71,Premium,D,SI1,61.3,58.0,2822,5.75,5.73,3.52,True,Medio,3974.647887323944
0.7,Premium,D,SI1,60.2,60.0,2822,5.82,5.75,3.48,True,Medio,4031.4285714285716
0.7,Ideal,D,SI1,60.7,56.0,2822,5.75,5.72,3.48,True,Medio,4031.4285714285716
0.9,Good,J,VS2,64.0,61.0,2822,6.04,6.03,3.86,False,Medio,3135.5555555555557
0.71,Ideal,D,SI1,60.2,56.0,2822,5.86,5.83,3.52,True,Medio,3974.647887323944
0.7,Premium,E,VS2,61.5,59.0,2822,5.73,5.68,3.51,True,Medio,4031.4285714285716
0.7,Premium,E,VS2,62.6,56.0,2822,5.71,5.66,3.56,True,Medio,4031.4285714285716
0.7,Ideal,D,SI1,59.7,58.0,2822,5.82,5.77,3.46,True,Medio,4031.4285714285716
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49,False,Medio,4031.4285714285716
0.7,Ideal,D,SI1,62.5,57.0,2822,5.62,5.59,3.51,True,Medio,4031.4285714285716
0.7,Ideal,D,SI1,61.8,56.0,2822,5.73,5.63,3.51,True,Medio,4031.4285714285716
0.7,Premium,E,VS2,60.7,62.0,2822,5.72,5.68,3.46,True,Medio,4031.4285714285716
0.7,Premium,F,VS2,60.6,58.0,2822,5.8,5.72,3.49,True,Medio,4031.4285714285716
0.7,Ideal,D,SI1,61.4,54.0,2822,5.75,5.71,3.52,True,Medio,4031.4285714285716
0.79,Very Good,D,SI2,62.8,59.0,2823,5.86,5.9,3.69,False,Medio,3573.417721518987
0.9,Good,I,SI1,63.8,57.0,2823,6.06,6.13,3.89,False,Medio,3136.6666666666665
0.71,Premium,E,VS2,62.3,58.0,2823,5.71,5.66,3.54,True,Medio,3976.056338028169
0.61,Ideal,E,VVS2,61.3,54.0,2823,5.51,5.59,3.4,True,Medio,4627.868852459016
0.9,Fair,H,SI2,65.8,54.0,2823,6.05,5.98,3.96,False,Medio,3136.6666666666665
0.71,Ideal,E,SI1,60.5,56.0,2823,5.77,5.73,3.47,True,Medio,3976.056338028169
0.71,Premium,D,VS2,61.2,59.0,2824,5.74,5.69,3.5,True,Medio,3977.4647887323945
0.77,Ideal,I,VVS2,62.1,57.0,2824,5.84,5.86,3.63,True,Medio,3667.5324675324673
0.74,Good,E,VS1,63.1,58.0,2824,5.73,5.75,3.62,False,Medio,3816.2162162162163
0.82,Ideal,F,SI2,62.4,54.0,2824,6.02,5.97,3.74,True,Medio,3443.9024390243903
0.82,Premium,E,SI2,60.8,60.0,2824,6.05,6.03,3.67,True,Medio,3443.9024390243903
0.71,Premium,G,VS1,62.2,59.0,2825,5.73,5.66,3.54,True,Medio,3978.8732394366198
0.83,Premium,H,SI1,60.0,59.0,2825,6.08,6.05,3.64,True,Medio,3403.6144578313256
0.73,Very Good,G,VS1,62.0,57.0,2825,5.75,5.8,3.58,False,Medio,3869.8630136986303
0.83,Premium,H,SI1,62.5,59.0,2825,6.02,5.95,3.74,True,Medio,3403.6144578313256
1.17,Premium,J,I1,60.2,61.0,2825,6.9,6.83,4.13,True,Medio,2414.5299145299145
0.91,Fair,H,SI2,61.3,67.0,2825,6.24,6.19,3.81,False,Medio,3104.395604395604
0.73,Premium,E,VS1,62.6,60.0,2826,5.75,5.68,3.58,True,Medio,3871.232876712329
0.7,Good,E,VS1,57.2,59.0,2826,5.94,5.88,3.38,False,Medio,4037.1428571428573
0.9,Premium,I,SI2,62.2,59.0,2826,6.11,6.07,3.79,True,Medio,3140.0
0.7,Premium,E,VS1,62.2,58.0,2826,5.66,5.6,3.5,True,Medio,4037.1428571428573
0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54,False,Medio,4037.1428571428573
0.7,Premium,E,VS1,59.4,61.0,2826,5.78,5.74,3.42,True,Medio,4037.1428571428573
0.9,Very Good,I,SI2,63.5,56.0,2826,6.17,6.07,3.88,False,Medio,3140.0
0.78,Premium,F,SI1,60.8,60.0,2826,5.97,5.94,3.62,True,Medio,3623.076923076923
0.96,Ideal,F,I1,60.7,55.0,2826,6.41,6.37,3.88,True,Medio,2943.75
0.7,Very Good,D,SI1,62.3,59.0,2827,5.67,5.7,3.54,False,Medio,4038.571428571429
0.72,Good,D,VS2,64.0,54.0,2827,5.68,5.7,3.64,False,Medio,3926.388888888889
0.79,Premium,H,VVS2,62.6,58.0,2827,5.96,5.9,3.71,True,Medio,3578.481012658228
0.7,Ideal,H,VVS1,61.6,57.0,2827,5.69,5.74,3.52,True,Medio,4038.571428571429
0.7,Ideal,H,VVS1,62.3,55.0,2827,5.66,5.7,3.54,True,Medio,4038.571428571429
